comment,rating,thumbsUpCount,at
Saya dapat mencari harga tiket yang terjangkau dengan menggunakan aplikasi ini. Mantab!,5,35,2021-12-16 12:27:21
Memudahkan banget untuk booking tiket bioskop dan bisa milih tempat duduk sesuai keinginan... 👍👍👍,4,0,2021-12-16 09:30:22
kenapa saat saya mau mesan tiket malah tertulis terjadi kesalahan coba lagi nanti padahal baru top up dana mau mesen tiket Spiderman nwh,4,0,2021-12-16 02:35:12
"kecewa banget pesen pake tix. pesen seat B waktu presale tapi waktu hari H tiketnya jadi seat K lucu banget, emang mending pake aplikasi resminya",1,0,2021-12-16 00:29:10
Mengecewakan. Tiket yang sudah dibeli tiba tiba di refund dengan sendirinya,5,0,2021-12-16 00:15:07
"belajar dari kesalahan spider nwh, wkwk. Di refund di satu pihak, dan ga ada kompensasi juga haha",1,0,2021-12-15 16:16:20
Kalau bisa biaya admin nya lebih di murahin lagi. Dan lebih bagus lagi no biaya admin,5,1,2021-12-15 16:11:07
Bisa bisa nya nge refund sendiri sementara aku gada refund... Gilak yaa kecewa bener aku sama tix id padahal ini aplikasi paling aku suka,5,0,2021-12-15 14:30:59
"halo admin,kok aplikasi nya gk bisa masuk yaa?nge stak di loading...tolong min tiket saya nggk bisa ke bukak jdi nya",2,1,2021-12-15 14:13:34
Sangat mengecewakan tanpa konfrim dulu langsung main refund saja apk gak jelas .....,1,0,2021-12-15 08:12:56
Sangat bagus dan mudah untuk membeli tiket terimakasih TIX ID,5,0,2021-12-15 06:33:40
"Mau pesan tiket loading terus, pas di coba ulang eh malah kursinya udah dipesan,terjadi berulang kali",1,0,2021-12-15 06:24:21
"Tolong sistem nya diperbaiki lag, sangat kecwa tau2 di refund",2,0,2021-12-15 04:37:34
"Server error, tiba-tiba tiket direfund sepihak. Padahal udah begadang buat dapet tuh tiket, pas H-1 ehh tiket tiba2 hilang karena refund padahal gw ga minta refund",1,4,2021-12-15 03:40:41
Aplikasi yang sangat membantu dan mempermudah dalam pembelian tiket 🤭,5,0,2021-12-15 02:36:43
"Rekomendasi, adain fitur chat dong, jadi supaya lebih gampang kalo mau tanya-tanya",2,0,2021-12-14 23:01:43
"Padahal transaksi sudah berhasil, tapi kenapa pas mencet ""tutup"" nggak bisa malah diem aja, dan ketika saya diamkan saja malah tiba tiba refund, jadi ketinggalan filmnya kan",2,0,2021-12-14 22:49:12
"Buruk.udah beli tiket pas hari H malah direfund.mending pake aplikasi official sumpah kalau mau beli tiket,nyesal pakai aplikasi ini.mana biaya adminnya gede. Mengecewakan!!! Sayang banget cuma bisa sampai 500 teks untuk keluhin ini aplikasi.padahal banyak banget yang mau dikritik dari ini aplikasi wkwkwkwkwk",1,74,2021-12-14 18:07:52
"Yang kurang kita ga bisa beli makan sekalian dari apk ini, beda dengan yg sebelah",4,0,2021-12-14 17:02:58
"Tiket pembelian ku kenapa seat nya tidak abu abu yah di apk pengguna lain. Nanti kalo seat nya diambil orang lain terus terjadi refund dana kembali bagaimana. Jangan sampai keulang 2x, JANGAN BIKIN KAMI KECEWA",1,1,2021-12-14 15:54:35
"Ada dua momen yang membuat saya kecewa dengan TIX ID. Momen kedua ini yg paling mengecewakan. Saya pesan tiket PreSale ""langka"" Spidey NWH di tanggal 9 (baru banget buka presale itu). Saya pesan untuk nonton di dua jadwal yang berbeda bareng temen. Eh, mendadak H-1 penayangan REFUND scr sepihak. Enteng banget ye? Untungnya masih ada aplikasi lain yang lebih bagus dan lebih layak, contohnya Cinema XXI.",1,57,2021-12-14 15:38:27
"Semoga ga ada kejadian refund lagi kedepannya, sedih banget ga dapet seat yang ""seharusnya"" udah dibook.",3,0,2021-12-14 15:33:41
"Alhamdulillah, walaupun kena refund tiketnya NWH.. sekarang sdh bisa pesan kembali sesuai orderan kemarin..",5,0,2021-12-14 11:50:01
"males amat ngisi saldonya cuman pake ANAD doang.... harus download apk lagi, keknya dulu ada m-banking",1,0,2021-12-14 10:51:10
"Ane kasih bintang 5 lagi Masalah udah selesai, kekurangannya cuma 1 tadi krna tiket direfund ane langsung pesan seat lagi di Mtix, saat masalah udah diberesin kursi hasil refund kosong lagi dan langsung ane order lagi, gpp dah anggap aja tiket yg berlebih itu apresiasi buat Tim TIX ID yang udah berhasil menanggulangi masalah sistem yang ada Ane Berharap gk ada kejadian kedua seperyi ini untuk TIX ID 👏",5,1,2021-12-14 09:48:33
"Kecewa karena refund sepihak. Sebenarnya bukan masalah uangnya, tpi masalah pelayanannya yg sangat kurang memuaskan. NWH adalah tiket terakhir yg saya beli di Tix.id. Terimakasih",1,3,2021-12-14 09:23:01
"Ga tau mau bilang apalagi sama apk ini,, bisanya cuma minta maaf tapi ga bisa ngebalikin tiketnya,,",1,0,2021-12-14 08:26:27
"Gegara refund kedua kalinya dan di film no way home lagi.. dan terjadi sehari sebelum hari H kita yg sudah pesan jauh"" hari dan nungguin server down kan blom tentu bisa dpt lagi",1,0,2021-12-14 08:05:00
"Penjual tidak ramah, pelayanan buruk, barang tidak sesuai pesanan. Mending top-up diamond Mobile Legend ya gaes ya",1,1,2021-12-14 07:12:15
"Tix id mengecewakan, H-1 tiba2 ada pembatalan. Ini bukan masalah refundnya tp kami mw nontonnya perdana, klo pembatalannya H-1 baru dikasih tw, trus mw pesan di bioskop manapun sdh penuh. #unistalltixid",1,29,2021-12-14 07:11:02
"*edit* anjay, first experience malah dibikin gaenak semua wkwk. Dr gabisa masuk karna jaringan ga aman lah, error waktu order, eh sekarang udh dpt kursi lumayan enak buat nonton spidey malah direfund, kan ajg. Kecewa dah ah. Kacau²",2,8,2021-12-14 07:05:17
"Pelayanan sangat ""BURUK"" pembayaran hanya melalui dana doang, mending beli tiket di aplikasi sebelah banyak yg rekomendasi pembayaran yg memudahkan pelanggan, maaf sy unistall",1,3,2021-12-14 06:58:24
Aplikasi gak guna !!!!!!! Refund tiket seeenaknya Padahal saya pengguna setia tix id uda bertahun tahun tapi hari ini saya kecewa dan uninstal aplikasinya krn tiket ats yg saya beli direfund seenaknya..,1,9,2021-12-14 06:55:51
udah beli pre order tiket Spiderman bela belain begadang H-1 malah direfund.. 4 hari ngapain aja.. Kecewa banget !!!!!!,1,1,2021-12-14 06:46:08
"Ngecewain, capek booking 5 hari sebelum tayang. H-1 di cancel sepihak(di refund) . Tanpa ada tanggung jawab . Selain balikin saldo.",1,0,2021-12-14 06:38:25
"Kecewa banget, katanya kalo udah melakukan pembayaran gak bisa di batalkan. Lah ini main refund seenaknya sendiri. No way home tinggal sehari lagi tiba tiba di refund, kursi hari pertama penuh. Gerakan uninstall tix. Id",1,68,2021-12-14 06:25:55
Gara-gara sistem Error pembatalan dengan sepihak h-1 jadi gak bisa nonton spiderman bukan masalah uangnya tapi kursinya udah di tempat paling nyaman LoL!!,1,2,2021-12-14 06:05:55
"saran buat tix id kalo namanya ga mau jelek,mending direfund semua trs jual ulang lagi nanti sore/malem biar adil,ini yg kena refund rata"" yg punya effort lebih ke spidey,kan kesian capek"" begadang nalah kalah sama yg ga begadang",1,4,2021-12-14 05:38:15
Saya sngat segan dengan tampilan UI nya yang rapi.. nggak kayak seblah.. walopun Tix id ini hanya pemesan tiket ke 3 bukan yang pertama di sistem pemesanannya.. nggak papa.. lalu muncul lah insiden kasus NWH.. dulu2 sempet ad kejadian juga seperti kyak nwh juga.. kyaknya film Marvel juga.. ane maklumin kemarin2.. lalu muncul di kasus NWH.. udah H-1 ri refund tiba2.. like.. WTH!! rela2 waktu begadang demi dapetin tiketnya kemarin.. tpi di refund pas H-1.. please.. FIX THE DAMN DOOR!!!!!,1,22,2021-12-14 05:27:58
"Ini terakhir kalinya saya beli tiket pake tix id , kalo mau refund kenapa ga dari awal , kenapa pas filmnya mau tayang baru di refund Senang berbisnis dengan anda ya tix.id Trims",1,1,2021-12-14 04:37:19
Tb tb di refund sepihak. Padahal aplikasinya sendiri nggak ngebolehin refund. Gak jelas. Bikin rugi waktu war,1,0,2021-12-14 04:11:00
"Menurut saya plikasi ini aplikasi tidak jelas yg merefund2 tiket sesuka hati nya, jgn pernah beli tiket disini karena menyebabkan kesal hati, bila anda terlanjur menginstal, segera uninstal dan download aplikasi lain seperti gotix, mtix dll..",1,64,2021-12-14 04:06:15
"Aplikasi buruk, seharusnya lebih sadar dengan tipe perusahaan sebagai penyedia jasa, yang di mana kepuasan pelanggan sangat bergantung pada perasaan personal yang tidak mudah untuk di nilai",1,2,2021-12-14 03:35:23
"Cokkk baru kali ini beli tiket presale dibatalkan setelah h-1 sblm tayang!!!! Sudah dibayar pula pk dana,danaku sdh ga aktif lg cokk!!!!",1,0,2021-12-14 03:24:38
"Kecewa berat sama TIX ID ini. Nggak mengajukan refund tiba"" direfund tepat H-1 sebelum penayangan dimulai. Padahal sudah pesan tiketnya jauh"" hari kenapa baru direfund H-1 penayangan? Lain kali tidak akan pernah lagi pesan tiket disini, bye",1,63,2021-12-14 03:16:21
"Auto Uninstall Tix, beralih M-Tix dan CGV App aja yg lebih murah tanpa biaya admin dan bisa pembayaran melalui transfer bank... Tix ID asu main refund sepihak !!!!",1,1,2021-12-14 02:50:21
"aplikasi terbaik , selalu up-to-date , mudah di akses dan mahal terima kasih M-TIX 😍💯",1,1,2021-12-14 02:38:50
"Payah, udah di belain begadang tengah malem biar bisa dapat kursi yang nyaman. Tiket malah di refund. Mana mau pesen lagi nggak bisa.",1,1,2021-12-14 02:37:01
"👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 TIX parah sihh, paraaaaah banget..kok bisa ya nontonnya tinggal esok trus di refund",1,1,2021-12-14 02:26:25
Tiba tiba tiket ke refund sendiri dan tidak ada admin nya slow respon,1,2,2021-12-14 02:22:20
"Udah jadi pengguna lama, selalu mesan tiket di tix id terus, tapi jadi kecewa karena tiba tiba tiket di refund tanpe kejelasan (Spiderman No Way Home), admin IG aja no respond, tiba tiba semua diam tidak ada kejelasan",1,1,2021-12-14 01:58:39
"Benar benar mengecewakan, H-1 film, Ticket nya di refund secara sepihak. Tanpa ada nya pemberitahuan terlebih dahulu. Sangat kecewa dengan aplikasi ini.",1,0,2021-12-14 01:54:53
"Seenak jidat main refund sepihak, udah relain begadang tiket war buat nonton hari pertama biar ga ke-spoiler, eh ujung-ujungnya malah kek gini",1,0,2021-12-14 01:47:09
"udah capek2 perang tiket malem2, ngelawan error, malah di refund.",1,0,2021-12-14 01:33:10
Kecewa nonton spiderman no way home dikembalikan... Auto uninstall....,1,0,2021-12-14 01:16:38
"KEZEL udah beli tiket 11 malah d refund sepihak tanpa ada pemberitahuan, mw beli lgi studio di apps lain malah full studio, alhasil gk jadi nobar NWH, gegara Lu nih TIX ID",1,2,2021-12-14 01:14:26
"Dari 2018 ane udah pake ini aplikasi disaat orang2 belum banyak ngandelin online booking. Sayangnya kejadian hari ini 14 desember bener2 mengecewakan, udah rela begadang 9 Des tengah malam, ternyata dibatalkan secara sepihak. Kalau memang kesalahan sistem, harusnya kalian ga butuh waktu sampe 4 hari buat ngecancel booking saya dan banyak orang lainnya. Ditambah lagi, ketika dapet message pembatalan, film tersebut udah gaada di aplikasi, ga habis pikir. Alhasil beralih ke aplikasi tix-nya ojol😏",1,132,2021-12-14 01:13:33
Aplikasi ngga jelasss. Udah jauh jauh hari mesen malah di refund tiket spiderman nya. Iya uang kembali memang. Jadi nonton spiderman ke bioskop nya jadi kesellll. Hadeeeh kacaau nih aplikasi boikot aja.,1,1,2021-12-14 00:52:11
"tiket di refund sepihak tanpa pemberitahuan apapun sebelumnya, mana di refund nya pas h-1 lagi",1,3,2021-12-14 00:31:45
"aplikasi ngga jelas, tiba-tiba tiket presale Spiderman No Way Home saya direfund pas H-1. Parah emang!!!",1,2,2021-12-14 00:14:21
"Beli tiket presale tgl 10 utk film tgl 15, di kabarin bahwa d refund tgl 14 apa gak gila. Gak rela saya kasih bintang 1 kalo bisa sih minus.",1,2,2021-12-14 00:11:28
"Ga suka sama tix id gara gara refund tiket penonton seenak jidatnya, gara gara tix id saya tidak dapat kursi favorit saya",1,1,2021-12-13 23:55:44
"Aplikasi gajelas, ga guna, uda pesen tiket buat nonton spiderman no way home dibela belain dari jam 12 malem, biar dapet kursi yg sesuai ngga terlalu depan di tgl tayang pertama tau taunya di refund ngga jelas, uda biaya adminnya di itung pertiket, tau gitu mending langsung pesen via aplikasinya xxi lebih murah, aplikasi kacrut",1,2,2021-12-13 23:49:15
Cuman gara gara di refund langsung kecewa banget sama tix id. Bukan masalah di refundnya tapi cari dapetin tiketnya tengah malem sambil begadang loh,1,0,2021-12-13 23:27:42
"Tiket ÑWH tiba2 di refund , biadab memang,, sudah dapat seat strategis malah gini...not rekomended and soon wiil be deleted",1,0,2021-12-13 23:26:48
Sangat tidak profesional.. Blunder. Refund tiket sepihak. Sebaiknya tidak menggunakan aplikasi ini kedepannya,1,0,2021-12-13 23:08:45
"Sorry,, kecewa udh berhasil mengamankan tiket pre sale No Way Home buat tgl 15 jam 18.15 di bioskop pilihan saya dr tgl 10 dini hari tiba2 tgl 14 dibatalkan dan d refund.. Kecewa parah jd berantakan semua.. Gw uninstall langsung ini aplikask abis nulis ini",1,49,2021-12-13 22:52:12
"Dikira nge refund tiket masalahnya selesai gitu? Bikin kecewa aja udah rela ikut presale, guys jangan pernah beli tiket di tix id ngerefund tiket seenaknya, gamikirin pelanggannya kecewa apa ngga",1,0,2021-12-13 22:46:21
"Bisa bisanya langsung asal main refund ticket disaat H-1 penayangan film, mana tidak ada konfirmasi dari pihak pelanggan mau merefund ticketnya atau tidak. Kalau misalnua memang dari awal tidak bisa mesan presale ticket kenapa diadakan. Mana refund + notifnya masuk tengah malam, keburu habisan ticketnya.",1,1,2021-12-13 22:05:55
"Gara2 tix id tiket day 1 nonton spiderman jadi batal kena refund.. Ane kasih bintang 1, Day 1 penuh smua..",1,1,2021-12-13 21:53:09
"Selama ini kalau beli tiket online selalu lewat TIX ID, eh tiba-tiba hal seperti ini terjadi dan sungguh mengecewakan :( bukan masalah refund tapi posisi seatnya itu loh padahal sudah OK. Sementara saya kasih ☆1 dulu, saya ganti ☆5 kalau tiket yang sudah di pesan sebelumnya kembali sedia kala :)",1,35,2021-12-13 21:32:35
"refund seenak jidat. alesan sistem error, padahal belinya 5 hari yg lalu. terus 5 hari kemarim ngapain aja ? etdah aneh!",1,1,2021-12-13 21:32:13
Ini saya sudh booking ticket no way home presale dan berhasil ...tapi kok bisa terefund sendiri dan lebih parahny refundny last minute h-1 sebelum filmny mulai...gimana sih ini!!!!!kalau memang mau refund harusny dari jauh2 hari ud boleh di info jangan last minute!!!!!!!!!,1,49,2021-12-13 20:41:12
"Aplikasii ngeselinnn Udah booking spiderman no way home presale jam 1 pagi tanggal 9 desember eeh malah dibatalin dongg tanggal 14 desember jam setengah 2, udaah aahh kalo nonton bioskop, nggak bakal pake app ini lagiiii !!! Kecewa",1,53,2021-12-13 20:35:39
"Tiket terrefund otomatis, se indonesia yg transaksi di TIX id di tanghal itu terrefund, sampe kunci komen ignya, cmon dude, hargailah perjuangan orang yang nunggu sampai tengah malam buat nunggu prrsale hari pertama !!!",1,9,2021-12-13 20:34:54
"Ty untuk pengalaman pertama kalinya yang sangat sangat berkesan, sangat profesional sekali :) yang pesan subuh"" Rebutan malah di refund, Nice tix id, tetaplah konsisten hingga menjadi musuh masyarakat.",1,8,2021-12-13 20:26:10
"Tiket film SPDRMN NWH kena refund!!! Sangat KECEWAAA, mana pas H-1 tayang lagi duhh😡 Dahhh lah, saatnya UNINSTALL. Makasih. // 2018-2021 💔",1,6,2021-12-13 19:57:58
Kecewa sekali sama TIX padahal sudah buy Advanced Sale untuk nonton film malah di Refund. Mau beli lagi sudah ngk Advanced Sale nya padahal filmnya sehari lagi. KECEWA,1,3,2021-12-13 19:34:08
"Pengalaman pertama saya menggunakan TIX ID sangat menyedihkan. Mau nonton film ""MANUSIA LABA-LABA : TIDAK ADA JALAN PULANG"" tiba tiba tiket Pre-Salenya ter-refund. Terimakasih TIX ID, sudah memberi pengalaman pertama saya dengan kesialan. Syedih lur.. pengen nonton beskop tuku tiket onlen kok diPHP bakul'e.",1,232,2021-12-13 19:07:20
Menurut saya tambahkan metode pembayaran lain selain dana agar dapet memudahkan para penonton untuk membeli,5,2,2021-12-13 18:43:28
Kok bisa-bisanya saya pesan tiket No Way Home ke refund dengan sendirinya. Berkali-kali kontak CS rupanya yg balas bot dan bilangnya agar pesan kembali tiketnya sedangkan seat yg tadinya saya pesan masih terisi dan menu pre-sale udah gak ada. Sumpah gak profesional sekali!!,1,219,2021-12-13 18:18:35
"Aduhhh gimana si ini tiket saya ko di refund padahal udah h-2 , ko sistem nya jelek banget ya , tolong perbaiki dong, sama solusi nya gimana saya dapetin tiket pre order susah ini malah di refund",1,1,2021-12-13 17:59:45
"Sangat mengecewakan, tiket di refund H-1 secara sepihak dengan alasan masalah teknis. Jika ada permasalahan seharusnya dari hari pertama presale sudah terdeteksi.",1,6,2021-12-13 17:31:14
Tiket tiba tiba ke refund sendiri kecewa!!!,1,3,2021-12-13 17:28:56
maaf kenapa ya kak aplikasinya belakangan ini gk bisa di download padahal lagi butuh banget. Aku udah lama sih pake aplikasi k.I cuma jadi gak bisa dipake bahkan di dowload aja gk bisa,2,0,2021-12-13 15:01:57
"Kalau opsi pembayarannya ditambah atau diganti saya naikin bintang, soalnya dana gajelas..",1,1,2021-12-13 14:08:11
"Keren banget, bisa transaksi dengan dana jadi tidak repot repot lagi deh😆👍🏻",5,0,2021-12-13 12:09:44
"Kenapa dari kemaren gabisa dibuka dengan alasan sambungan tidak aman, padahal saya tidak mengaktifkan vpn, saya juga sudah coba menggunakan wifi tetapi tetap tidak bisa di buka... Tolong solusinya!..",2,0,2021-12-13 07:15:45
Suka banget klo gak sempet pesen di studio bisa online gak ribet,5,0,2021-12-12 03:14:39
"Aplikasinya bagus, tp sayang kalau ada film yang akan tayang harusnya ada fitur reminder untuk pembelian tiket PRE-SALEnya, soalnya beberapa kali saya ketinggalan kereta mulu mau nonton di hari pertama di seat yang saya mau😅",5,50,2021-12-11 12:16:23
"Dr dulu aplikasi ini bantu banget sih, berasa eksklusif dtg2 ga perlu antri... apalagi kalo presale, udah tenang aja pasti dptnya.. sygnya jrg ada promo, atau aku yg g update ya? 🤭",5,3,2021-12-11 06:47:38
Cepat dan efisien,5,0,2021-12-11 03:30:36
"ada biaya tersembunyi yg membuat kita ""lebih baik pilih tixid ketimbang mtix"",dan ternyata memang lebih murah mtix hehehe",1,0,2021-12-11 01:59:12
"bagus dan mudah, tpi saya sarankan pembayaranya jangan satu aja ditambahin lagi seperti Gopay dll",5,2,2021-12-10 14:41:12
"Sdh bgus dan sngat membantu bagi org yg tdk suka mengantri, tapi syangny cm bs 1 pmbyaran, shrsnya bs lwt berbagai pmbayaran, scara skrg ini serba digital.",4,0,2021-12-10 08:08:08
"kenapa ya tiap aku masuk kok ada tulisan sambungan tidak aman? harus gimana? udah pernah hapus data, pakai wifi/ kuota tetep gitu.",3,0,2021-12-10 03:04:36
"tapi saat ini gak bisa dibuka, sdh diupdate jg tetap tdk bisa dibuka sdh 1 minggu ini. Tolong penjelasannya ya. Terima kasih",5,0,2021-12-10 00:51:26
"Beberapa tahun belakang suka banget sama tix id karena membantu dan saya senang, pemebelian tiket presale studionya pinda-pindah sendiri bahkan sampai keluar kota-kota lain. Film yang ditunggu jadinya gak sesuai harapan buat nonton pertama gara-gara gak kebagian tiket soalnya tix id erornya parah banget. Tolong segera dibenahi supaya lebih baik, dan hal seperti ini tidak terulang lagi",2,43,2021-12-10 00:17:10
Ada PRESALE Tiket dari tengah malam...tp kok malah mau Beli Tiket Ada MAINTENANCE.. Hdeeehhhh bikin tidur gak nyenyak saja karena kefikiran dapat apa gak nya Kursi..,1,18,2021-12-09 18:31:30
Hi min apk ini sangat membantu saya untuk memesa tiket di bioskop dan banyak diskon jugaa tapi hp sya yg lama rusak dan sy beli hp lagi lalu mengapa ketika saya mau men download ulang saya stuck di 95%/88% kenapa ya min?? Saya sudah ulang beberapa kali tapi tetap ga bisa. Mohon bantuan nya ya min! Terimakasih,5,0,2021-12-09 17:09:10
Bagus dan mudah Cepat juga pembelian tiket nya,5,0,2021-12-09 14:39:54
Klo ksh promosi yg bisa dunk uda saya beli promo merdeka gak bisa2.. Uda 1jam lbh gak bsa beli pas beli jam 11.40 uda harga normal dasar penipu.pembohong..,5,0,2021-12-08 15:41:28
Terbantu semoga kedepanya banyak fitur yg lebih berkembang,3,0,2021-12-08 12:58:39
Sangat membantu dan mudah digunakan isi saldo cukup di Dana,5,0,2021-12-08 11:12:06
"Beli tiket bioskop lebih mudah, tapi kadang apk nya error:)",5,0,2021-12-08 08:52:38
"Saya sebelumnya punya aplikasi TIX dan sering beli tiket film, tp tiba tiba tix nya terhapus dan pas download dari google play, gabisa di download, ini kenapa ya?",3,0,2021-12-08 07:48:55
"Tidak bisa diupgrade, sepertinya tidak cocok dengan android 12. Tolong dicek ya, mau beli tiket nih",3,0,2021-12-08 04:25:45
Bila ga ada masalah dgn sistem nya.. Sangat membantu tanpa antri,4,0,2021-12-05 09:46:24
Memudahkan tanpa antri & bebas pilih tempat duduk,5,0,2021-12-05 09:03:44
"Gampang buat order tiketnya, cuma biaya adminnya cukup besar per orangnya, beda dgn apk sebelah yg tanpa matok biaya admin per orang",5,0,2021-12-04 11:28:46
Sangat terbantu dengan adanya aplikasi ini. Kita jadi bisa santai mau menonton film apa saja tanpa harus mengantri. Untuk pembayaran saya sarankan untuk bisa bekerja sama dengan gopay dan shopeepay. Saya lbh banyak menggunakan pembayaran itu daripada dana,5,110,2021-12-04 02:44:57
"Kalau bisa ditambah mode pembayaran, seperti lewat Indomaret/Alfamart gitu 🙏",4,2,2021-12-03 17:58:52
Sekarang nonton bareng keluarga gak usah antri dan bisa milih tempat duduk. Dan paling enak bisa bayar pakai kartu kredit hehehe,5,0,2021-12-03 11:11:37
"Hanya bisa satu jalur pembayaran. Sangat disayangkan di era pembayaran elektronik yg mempermudah dan memperbanyak pilihan cara pembayaran, aplikasi ini malah stuck di satu pembayaran saja.",3,44,2021-12-01 22:28:07
apl yg sunggung mmbntu & mmpermudah qt bgt yg mager buat antri.. 🥳,5,0,2021-12-01 08:24:50
"Bagus, walaupun ada biaya layanan, tapi gpp daripada antri",5,0,2021-12-01 08:17:26
"Udh bagus ada aplikasi kaya gni, pada gerutu aja lu semua, emng lu pada bisa bikin aplikasi kaya gini? Klo ga mau ribet nonton aja lu di rumah ga usah ke bioskop dah. Bawel amat lu semua. Makasih ya yg buat aplikasi ini, gimanapun kendala yang ada makasih udh permudah beli tiket",5,0,2021-11-29 04:51:32
"Aplikasinya yg mantap enak ga ribet, tinggal bayar n nonton deh...dapet cemilan pula...!?.",5,0,2021-11-27 04:41:11
Kalo bisa tambah e-wallet lain dong min macem gopay gitu....,5,0,2021-11-25 11:07:25
"Aplikasi yg udah aku pake sejak lama. Bikin mudah bagi aku yg kerja n pengen nonton d jam mepet. Ga capek antri buat beli tiket. Tinggal tap. Selesai Tapi, saran aku sih untuk pembayaran bisa diperluas enggak?! Jangan cuma lewat Dana.",5,0,2021-11-23 02:32:49
Sangat memudahkan datang ke bioskop tinggal scan langsung keluar tiketnya,5,0,2021-11-23 00:29:28
"Seneng si sama aplikasinya krna Lebih praktis dan ga perlu antri atau takut kehabisan kursi. Hanya pembayarannya tambahin gopay,shoppepay dll.",4,0,2021-11-22 09:50:29
Sangat tepat guna namun utk pembayaran di perbanyak lagi,4,0,2021-11-21 04:45:33
Harusnya jangan pakai dana susah banget dan sering gangguan dana... Harus maju dong masa mau ketinggalan jaman.. inget dana itu sering gangguan!!,2,0,2021-11-21 02:36:04
"Aku saranin sihh pembayaran nya jangan dana doang, aturan kaya ada Shopee pay, gopay, ovo, atau bayar di alfa atau indomaret gitu.. Saran aja sih hehehe.... Udah yang lainnya udh bagus kecuali pembayaran nya",5,35,2021-11-20 05:25:27
Ratingnya saya turunin jadi 1 bintang... Gara2 proses pembayaran gagal trus pake DANA... Aplikasi gak jelas....,1,2,2021-11-20 04:35:26
"Dapat melakukan pemesanan dengan mudah tanpa ribet dan tanpa ngantri. Duduk dari rumah dan datang ke bioskop kesayangan. Tp sejauh ini, utk vaksin pertama (19/11/2021) belum dapat masuk bioskop. Terimakasih.",5,0,2021-11-19 09:05:09
Aplikasi nya gabisa dibuka😭. Padahal baru download,3,0,2021-11-19 03:38:36
"The best TIX ID ... tpi Pembayarannya hanya via dana aj yaa, agak sulit sih, klo bisa via pembayarannya ditambah lagi supaya mudah transaksi via onlinenya",5,0,2021-11-18 09:23:16
Bagus aplikasinya jdi mudah klo mo nonton film,5,0,2021-11-18 01:00:36
Harus pake Dana gitu untuk payment?? m-banking atau Shopeepay lah supaya lbh mudah lagi pembayarannya.,2,1,2021-11-17 10:07:08
Sangat membantu saat pembelian tiket tanpa mengantri panjang,5,0,2021-11-15 12:24:37
Sangat membantu sekali untuk aku yg rumahnya jauh dari bioskop jadi bisa pesan duluan 😊,5,0,2021-11-15 07:21:00
Keren praktis beli tiketnya Tolong dong pihak tix id buat nambahin fitur beli makanan,5,1,2021-11-14 05:37:29
Klo dipermudah yang dibutuhkan.. pasti suka n dapat rating bagus.. lebih ditingkatkan lagi pelayanannya bila masih kurang,5,1,2021-11-12 23:16:26
"Dari dulu tuh udh sering bngt pake TIX ID sebagai platform pembelian tiket bioskop tanpa perlu antri"" lagi di dlm bioskop hanya untuk membeli tiket. Tapi lebih mudah lagi jika sistem payment nya di tambah dengan menggunakan Go-Pay, Shopeepay atau Ovo pasti akan lebih mudah lagi kedepannya",4,150,2021-11-12 21:20:20
Sangat membantu untuk melakukan pembelian tiket bioskop tanpa harus datang ketempatnya,5,0,2021-11-11 04:56:27
Mantap... Alangkah lebih baiknya pembayaran nya ada beberapa pilihan ga mesti dana saja. Minimal bisa m-banking lah ☺️,5,2,2021-11-10 07:59:13
"Lebih nyaman pake tix, dibanding harus ngantri.. ✌",5,0,2021-11-10 05:36:05
Aplikasinya bagus dan semoga kedepannya banyak promo lagi .,5,0,2021-11-10 01:50:47
"membantu bgt kalo lagi nunggu film yang udah di tunggu-tunggu, jadi mudah dan ga berebutan harus cepet-cepet ke bioskop nya",5,1,2021-11-09 12:58:23
Kenapa saya gabisa masuk pas beli tiket..loading..muter muter aja..gabisa beli tiket,1,1,2021-11-07 10:15:07
Bagus banget mempermudah untuk pembelian tiket bioskop tanpa kontak fisik di area sekarang ini👏👏 Kalo misal sekalian bisa buat beli cemilan nya kan juga enak jadi ga mesen dobel ke mba² nya(tiket online & cemilan) . Tapi udh baguss👌👌,5,101,2021-11-06 03:25:05
Kenapa pada saat memilih kursi loadingnya lama dan ujung2nya tidak berhasil membeli tiketnya. Keluar pesan sesi habis...diulang berkali kali pun tetap gagal,4,13,2021-11-05 05:13:26
"sangat membantu untuk beli tiket nonton tanpa antri di bioskop. saya menyarankan via pembayaran tambahin shopee pay, ovo, gopay, dll. agar lebih banyak pengguna tix id.",4,41,2021-11-03 16:20:05
Mantap nih app mudah pesanan tiket bioskopnya tapi klo ada dananya...,5,0,2021-11-01 05:51:23
Aplikasi yg sangat membantu untuk yg hobi nonton bioskop,5,0,2021-10-31 07:42:13
"Membantu sekali utk pesan tiket nonton lebih cepat, dan bisa pilih seat lebih awal sesuai keinginan.",5,0,2021-10-24 13:27:41
"pembayarannya cm bisa pake dana, gak fleksibel, susah dan ribet, tambahin dong pembayaran nya, transfer antar bank, pakai kredivo, akulaku juga.",1,16,2021-10-24 06:18:16
"Aplikasi nya memudahkan untuk mencari film tanpa harus ke lokasi. Mungkin pembayaranny d perluas bisa pake ovo dll, jangan hanya dana.",5,22,2021-10-23 08:19:34
